"sale_amount","sale_date","property_status","address","multi_lot_sale","land_area","suburb"
2100000,"2013-03-25","Strata","3/113 FORREST ST, PEPPERMINT GROVE","N",201,"PEPPERMINT GROVE"
2900000,"2010-04-06","Strata","4/113 FORREST ST, PEPPERMINT GROVE","N",202,"PEPPERMINT GROVE"
2150000,"2011-12-10","House","115 FORREST ST, PEPPERMINT GROVE","N",987,"PEPPERMINT GROVE"
2375000,"2018-10-24","Strata","5/113 FORREST ST, PEPPERMINT GROVE","N",201,"PEPPERMINT GROVE"
1025000,"1998-10-30","House","119 FORREST ST, PEPPERMINT GROVE","N",1984,"PEPPERMINT GROVE"
680000,"1998-11-29","House","17 HURSTFORD CL, PEPPERMINT GROVE","N",740,"PEPPERMINT GROVE"
2500000,"2014-10-10","House","121 FORREST ST, PEPPERMINT GROVE","N",986.421,"PEPPERMINT GROVE"
5100000,"2011-12-02","House","18 HURSTFORD CL, PEPPERMINT GROVE","N",740,"PEPPERMINT GROVE"
2800000,"2022-06-15","House","19 HURSTFORD CL, PEPPERMINT GROVE","N",743.61,"PEPPERMINT GROVE"
445000,"1994-07-15","Empty block","20 HURSTFORD CL, PEPPERMINT GROVE","N",743.61,"PEPPERMINT GROVE"
3790000,"2011-02-23","House","123 FORREST ST, PEPPERMINT GROVE","N",986.421,"PEPPERMINT GROVE"
2225000,"2014-12-23","House","3 HURSTFORD CL, PEPPERMINT GROVE","N",751,"PEPPERMINT GROVE"
2100000,"2016-03-21","House","2 HURSTFORD CL, PEPPERMINT GROVE","N",746,"PEPPERMINT GROVE"
3000000,"2020-10-21","House","1 HURSTFORD CL, PEPPERMINT GROVE","N",751,"PEPPERMINT GROVE"
1950000,"2017-03-17","House","5 HURSTFORD CL, PEPPERMINT GROVE","N",744,"PEPPERMINT GROVE"
3750000,"2020-10-09","House","15 LEAKE ST, PEPPERMINT GROVE","N",1034,"PEPPERMINT GROVE"
2075000,"2006-07-10","House","6 HURSTFORD CL, PEPPERMINT GROVE","N",744,"PEPPERMINT GROVE"
3475000,"2009-09-05","House","7 HURSTFORD CL, PEPPERMINT GROVE","N",973,"PEPPERMINT GROVE"
2700000,"2013-05-12","House","21 LEAKE ST, PEPPERMINT GROVE","N",751,"PEPPERMINT GROVE"
2300000,"2017-08-29","House","13 LEAKE ST, PEPPERMINT GROVE","N",918,"PEPPERMINT GROVE"
3575000,"2013-08-04","House","11 LEAKE ST, PEPPERMINT GROVE","N",1079,"PEPPERMINT GROVE"
4800000,"2011-03-25","House","34 LEAKE ST, PEPPERMINT GROVE","N",1222,"PEPPERMINT GROVE"
615000,"1999-03-06","Empty block","34 A LEAKE ST, PEPPERMINT GROVE","N",950,"PEPPERMINT GROVE"
537500,"1995-03-08","House","36 LEAKE ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
930000,"1998-01-19","House","34 R LEAKE ST, PEPPERMINT GROVE","N",1298,"PEPPERMINT GROVE"
2150000,"2020-06-01","House","32 LEAKE ST, PEPPERMINT GROVE","N",803,"PEPPERMINT GROVE"
2775000,"2022-07-14","House","32 R LEAKE ST, PEPPERMINT GROVE","N",931,"PEPPERMINT GROVE"
1850000,"2002-10-29","House","28 LEAKE ST, PEPPERMINT GROVE","N",1805,"PEPPERMINT GROVE"
1140000,"2003-12-20","House","30 LEAKE ST, PEPPERMINT GROVE","N",760,"PEPPERMINT GROVE"
1900000,"2019-11-15","House","30 R LEAKE ST, PEPPERMINT GROVE","N",976,"PEPPERMINT GROVE"
2550000,"2012-03-20","House","26 LEAKE ST, PEPPERMINT GROVE","N",758,"PEPPERMINT GROVE"
1800000,"2011-10-31","House","26 R LEAKE ST, PEPPERMINT GROVE","N",992,"PEPPERMINT GROVE"
1450000,"2002-04-06","House","15 IRVINE ST, PEPPERMINT GROVE","N",1206.403,"PEPPERMINT GROVE"
1050000,"2001-03-04","House","19 IRVINE ST, PEPPERMINT GROVE","N",1206.403,"PEPPERMINT GROVE"
720000,"1995-05-20","House","13 IRVINE ST, PEPPERMINT GROVE","N",1207.633,"PEPPERMINT GROVE"
548500,"2001-02-23","House","496 STIRLING HWY, PEPPERMINT GROVE","N",400,"PEPPERMINT GROVE"
2850000,"2015-10-09","House","4 IRVINE ST, PEPPERMINT GROVE","N",868,"PEPPERMINT GROVE"
3300000,"2022-11-27","House","6 IRVINE ST, PEPPERMINT GROVE","N",884,"PEPPERMINT GROVE"
710000,"2002-09-18","Empty block","9 CROSSLAND CT, PEPPERMINT GROVE","N",868,"PEPPERMINT GROVE"
2750000,"2021-07-27","House","7 CROSSLAND CT, PEPPERMINT GROVE","N",851,"PEPPERMINT GROVE"
2450000,"2021-06-09","House","8 IRVINE ST, PEPPERMINT GROVE","N",759,"PEPPERMINT GROVE"
530000,"1996-09-12","House","5 CROSSLAND CT, PEPPERMINT GROVE","N",977,"PEPPERMINT GROVE"
860000,"2004-02-21","House","1 CROSSLAND CT, PEPPERMINT GROVE","N",744,"PEPPERMINT GROVE"
2060000,"2016-07-12","House","10 IRVINE ST, PEPPERMINT GROVE","N",918,"PEPPERMINT GROVE"
1500000,"2015-04-24","Empty block","3 CROSSLAND CT, PEPPERMINT GROVE","N",760,"PEPPERMINT GROVE"
1600000,"2006-01-20","House","12 IRVINE ST, PEPPERMINT GROVE","N",875,"PEPPERMINT GROVE"
460000,"1990-03-17","House","14 IRVINE ST, PEPPERMINT GROVE","N",809,"PEPPERMINT GROVE"
675000,"1996-07-20","House","2 VENN ST, PEPPERMINT GROVE","N",809,"PEPPERMINT GROVE"
3650000,"2018-11-12","House","20 IRVINE ST, PEPPERMINT GROVE","N",923,"PEPPERMINT GROVE"
5500000,"2021-09-29","House","1 B VENN ST, PEPPERMINT GROVE","N",1153,"PEPPERMINT GROVE"
3170000,"2018-11-07","House","18 IRVINE ST, PEPPERMINT GROVE","N",689,"PEPPERMINT GROVE"
6500000,"2010-07-04","House","23 IRVINE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
5700000,"2014-07-05","House","21 IRVINE ST, PEPPERMINT GROVE","N",1268.078,"PEPPERMINT GROVE"
2150000,"2020-12-17","House","25 IRVINE ST, PEPPERMINT GROVE","N",785,"PEPPERMINT GROVE"
2550000,"2006-12-12","House","25 R IRVINE ST, PEPPERMINT GROVE","N",949,"PEPPERMINT GROVE"
1400000,"2004-04-06","House","27 R IRVINE ST, PEPPERMINT GROVE","N",950,"PEPPERMINT GROVE"
3600000,"2014-04-17","House","31 A IRVINE ST, PEPPERMINT GROVE","N",976.304,"PEPPERMINT GROVE"
4100000,"2012-04-07","House","33 R IRVINE ST, PEPPERMINT GROVE","N",991,"PEPPERMINT GROVE"
4025000,"2012-10-31","House","33 IRVINE ST, PEPPERMINT GROVE","N",827,"PEPPERMINT GROVE"
3700000,"2004-09-03","House","35 IRVINE ST, PEPPERMINT GROVE","N",1821.085,"PEPPERMINT GROVE"
2610000,"2000-10-28","House","37 IRVINE ST, PEPPERMINT GROVE","N",2047,"PEPPERMINT GROVE"
4200000,"2008-03-04","House","40 A IRVINE ST, PEPPERMINT GROVE","N",968,"PEPPERMINT GROVE"
5325000,"2008-08-12","House","40 IRVINE ST, PEPPERMINT GROVE","N",748,"PEPPERMINT GROVE"
880000,"1996-01-12","House","42 IRVINE ST, PEPPERMINT GROVE","N",903,"PEPPERMINT GROVE"
518000,"1993-01-22","House","41 R IRVINE ST, PEPPERMINT GROVE","N",1090,"PEPPERMINT GROVE"
3300000,"2022-10-13","House","41 B IRVINE ST, PEPPERMINT GROVE","N",717,"PEPPERMINT GROVE"
3600000,"2012-11-18","House","23 A VIEW ST, PEPPERMINT GROVE","N",909,"PEPPERMINT GROVE"
6000000,"2022-11-16","House","39 A IRVINE ST, PEPPERMINT GROVE","N",903,"PEPPERMINT GROVE"
850000,"1992-12-20","House","41 IRVINE ST, PEPPERMINT GROVE","N",1618,"PEPPERMINT GROVE"
975000,"1999-01-14","House","39 IRVINE ST, PEPPERMINT GROVE","N",1469.022,"PEPPERMINT GROVE"
500000,"1994-03-18","House","39 B IRVINE ST, PEPPERMINT GROVE","N",784,"PEPPERMINT GROVE"
2000000,"2001-07-11","House","38 LEAKE ST, PEPPERMINT GROVE","N",1818.556,"PEPPERMINT GROVE"
4700000,"2021-12-05","Strata","40 R LEAKE ST, PEPPERMINT GROVE","N",885,"PEPPERMINT GROVE"
850000,"1990-03-02","House","42 LEAKE ST, PEPPERMINT GROVE","N",1757.853,"PEPPERMINT GROVE"
3100000,"2022-10-11","Strata","40 LEAKE ST, PEPPERMINT GROVE","N",851,"PEPPERMINT GROVE"
1750000,"2001-07-24","House","48 LEAKE ST, PEPPERMINT GROVE","N",1608.625,"PEPPERMINT GROVE"
2850000,"2010-11-23","House","30 A VIEW ST, PEPPERMINT GROVE","N",921,"PEPPERMINT GROVE"
785000,"2000-12-30","House","50 LEAKE ST, PEPPERMINT GROVE","N",837.193,"PEPPERMINT GROVE"
960000,"1998-12-22","House","26 VIEW ST, PEPPERMINT GROVE","N",1401.224,"PEPPERMINT GROVE"
864000,"2001-05-17","House","52 LEAKE ST, PEPPERMINT GROVE","N",665.202,"PEPPERMINT GROVE"
2925000,"2021-10-04","House","54 LEAKE ST, PEPPERMINT GROVE","N",672.79,"PEPPERMINT GROVE"
2900000,"2015-03-02","House","56 LEAKE ST, PEPPERMINT GROVE","N",870.074,"PEPPERMINT GROVE"
1000000,"1996-08-31","House","30 VIEW ST, PEPPERMINT GROVE","N",1131,"PEPPERMINT GROVE"
8000000,"2009-09-12","House","28 VIEW ST, PEPPERMINT GROVE","N",1518,"PEPPERMINT GROVE"
3750000,"2004-04-22","House","21 A VIEW ST, PEPPERMINT GROVE","N",1274,"PEPPERMINT GROVE"
3966000,"2013-05-01","House","23 VIEW ST, PEPPERMINT GROVE","N",735,"PEPPERMINT GROVE"
5500000,"2019-12-20","House","45 IRVINE ST, PEPPERMINT GROVE","N",2470,"PEPPERMINT GROVE"
4200000,"2015-09-12","House","21 VIEW ST, PEPPERMINT GROVE","N",1459,"PEPPERMINT GROVE"
4100000,"2001-04-26","House","60 LEAKE ST, PEPPERMINT GROVE","N",1914,"PEPPERMINT GROVE"
3100000,"2015-09-30","Empty block","19 VIEW ST, PEPPERMINT GROVE","N",1191,"PEPPERMINT GROVE"
3000000,"2015-09-11","Empty block","19 A VIEW ST, PEPPERMINT GROVE","N",1166,"PEPPERMINT GROVE"
7000005,"2021-11-03","House","58 A LEAKE ST, PEPPERMINT GROVE","N",1369,"PEPPERMINT GROVE"
3300000,"2004-04-03","House","58 LEAKE ST, PEPPERMINT GROVE","N",1466,"PEPPERMINT GROVE"
2425000,"2014-05-28","House","17 A VIEW ST, PEPPERMINT GROVE","N",761,"PEPPERMINT GROVE"
6900000,"2020-10-12","House","62 LEAKE ST, PEPPERMINT GROVE","N",1915,"PEPPERMINT GROVE"
8000000,"2014-05-23","House","64 LEAKE ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
1950000,"2018-04-06","Empty block","66 R LEAKE ST, PEPPERMINT GROVE","N",963,"PEPPERMINT GROVE"
5000000,"2018-11-21","House","68 LEAKE ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
470000,"1988-10-13","House","47 C IRVINE ST, PEPPERMINT GROVE","N",831,"PEPPERMINT GROVE"
950000,"1995-02-03","House","A/49 IRVINE ST, PEPPERMINT GROVE","N",1522,"PEPPERMINT GROVE"
3100000,"2017-05-02","House","47 B IRVINE ST, PEPPERMINT GROVE","N",904,"PEPPERMINT GROVE"
6600000,"2023-02-10","House","47 A IRVINE ST, PEPPERMINT GROVE","N",904,"PEPPERMINT GROVE"
555000,"1996-09-14","Empty block","53 R IRVINE ST, PEPPERMINT GROVE","N",907,"PEPPERMINT GROVE"
15000000,"2012-03-27","House","51 IRVINE ST, PEPPERMINT GROVE","N",1950,"PEPPERMINT GROVE"
1200000,"2001-07-11","House","53 IRVINE ST, PEPPERMINT GROVE","N",823,"PEPPERMINT GROVE"
2200000,"2000-08-19","House","45 A IRVINE ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
7850000,"2023-02-09","House","47 IRVINE ST, PEPPERMINT GROVE","N",831,"PEPPERMINT GROVE"
700000,"1991-05-18","House","44 IRVINE ST, PEPPERMINT GROVE","N",878,"PEPPERMINT GROVE"
450000,"2003-08-14","House","44 A IRVINE ST, PEPPERMINT GROVE","N",697,"PEPPERMINT GROVE"
2500000,"2014-10-30","House","46 R IRVINE ST, PEPPERMINT GROVE","N",929,"PEPPERMINT GROVE"
790000,"1998-07-06","Empty block","48 IRVINE ST, PEPPERMINT GROVE","N",787,"PEPPERMINT GROVE"
8800000,"2021-04-12","House","50 IRVINE ST, PEPPERMINT GROVE","N",2153,"PEPPERMINT GROVE"
1850000,"1995-03-15","Empty block","50 THE ESPLANADE , PEPPERMINT GROVE","N",1809,"PEPPERMINT GROVE"
825000,"1993-05-24","House","60 IRVINE ST, PEPPERMINT GROVE","N",977,"PEPPERMINT GROVE"
3500000,"2014-04-13","House","57 IRVINE ST, PEPPERMINT GROVE","N",803,"PEPPERMINT GROVE"
1400000,"1990-06-14","House","42 THE ESPLANADE , PEPPERMINT GROVE","N",1548,"PEPPERMINT GROVE"
1750000,"1996-11-16","House","40 THE ESPLANADE , PEPPERMINT GROVE","N",1597,"PEPPERMINT GROVE"
2250000,"1999-08-16","House","46 THE ESPLANADE , PEPPERMINT GROVE","N",822,"PEPPERMINT GROVE"
3250000,"2019-11-22","House","72 LEAKE ST, PEPPERMINT GROVE","N",1224,"PEPPERMINT GROVE"
1760000,"1995-02-25","Empty block","34 THE ESPLANADE , PEPPERMINT GROVE","N",1559,"PEPPERMINT GROVE"
3950000,"2014-04-08","House","35 THE ESPLANADE , PEPPERMINT GROVE","N",1007,"PEPPERMINT GROVE"
13000000,"2013-11-19","House","36 THE ESPLANADE , PEPPERMINT GROVE","N",1758,"PEPPERMINT GROVE"
3900000,"2016-11-29","House","70 LEAKE ST, PEPPERMINT GROVE","N",1819,"PEPPERMINT GROVE"
2510000,"2005-04-02","House","53 LEAKE ST, PEPPERMINT GROVE","N",743,"PEPPERMINT GROVE"
1325000,"1998-08-26","House","51 LEAKE ST, PEPPERMINT GROVE","N",1274,"PEPPERMINT GROVE"
3100000,"2010-08-12","House","49 LEAKE ST, PEPPERMINT GROVE","N",737,"PEPPERMINT GROVE"
5000000,"2014-07-19","House","47 LEAKE ST, PEPPERMINT GROVE","N",1509,"PEPPERMINT GROVE"
3100000,"2016-09-24","House","41 LEAKE ST, PEPPERMINT GROVE","N",1219,"PEPPERMINT GROVE"
3600000,"2016-12-13","House","43 LEAKE ST, PEPPERMINT GROVE","N",1078,"PEPPERMINT GROVE"
3000000,"2014-03-26","House","45 LEAKE ST, PEPPERMINT GROVE","N",890,"PEPPERMINT GROVE"
6750000,"2021-04-16","House","28 THE ESPLANADE , PEPPERMINT GROVE","N",951,"PEPPERMINT GROVE"
7000000,"2020-11-22","House","26 THE ESPLANADE , PEPPERMINT GROVE","N",992,"PEPPERMINT GROVE"
2305000,"2005-11-27","House","163 FORREST ST, PEPPERMINT GROVE","N",697,"PEPPERMINT GROVE"
800000,"1992-11-28","House","18 THE ESPLANADE , PEPPERMINT GROVE","N",845,"PEPPERMINT GROVE"
5800000,"2017-12-13","House","16 THE ESPLANADE , PEPPERMINT GROVE","N",966,"PEPPERMINT GROVE"
4800000,"2022-06-19","House","20 THE ESPLANADE , PEPPERMINT GROVE","N",802,"PEPPERMINT GROVE"
1500000,"2002-11-11","House","161 FORREST ST, PEPPERMINT GROVE","N",697,"PEPPERMINT GROVE"
4100000,"2020-11-11","House","159 FORREST ST, PEPPERMINT GROVE","N",1015,"PEPPERMINT GROVE"
745000,"1996-03-21","Empty block","155 FORREST ST, PEPPERMINT GROVE","N",764,"PEPPERMINT GROVE"
4500000,"2000-06-28","House","22 THE ESPLANADE , PEPPERMINT GROVE","N",3192,"PEPPERMINT GROVE"
2500000,"2019-05-12","House","157 FORREST ST, PEPPERMINT GROVE","N",1015,"PEPPERMINT GROVE"
3800000,"2014-11-14","House","155 R FORREST ST, PEPPERMINT GROVE","N",971,"PEPPERMINT GROVE"
5188000,"2012-03-14","House","147 B FORREST ST, PEPPERMINT GROVE","N",983,"PEPPERMINT GROVE"
9350000,"2023-01-15","House","149 FORREST ST, PEPPERMINT GROVE","N",1820,"PEPPERMINT GROVE"
6000000,"2022-01-20","Empty block","153 FORREST ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
2000000,"2002-07-29","House","9 VIEW ST, PEPPERMINT GROVE","N",1522,"PEPPERMINT GROVE"
3550000,"2004-01-26","House","147 FORREST ST, PEPPERMINT GROVE","N",1889,"PEPPERMINT GROVE"
7200000,"2021-05-15","House","143 FORREST ST, PEPPERMINT GROVE","N",1302,"PEPPERMINT GROVE"
7000000,"2022-08-14","House","145 FORREST ST, PEPPERMINT GROVE","N",851,"PEPPERMINT GROVE"
3150000,"2021-11-22","House","147 A FORREST ST, PEPPERMINT GROVE","N",1068,"PEPPERMINT GROVE"
4250000,"2016-08-27","House","9 A VIEW ST, PEPPERMINT GROVE","N",1393,"PEPPERMINT GROVE"
3025000,"2020-11-14","House","7 VIEW ST, PEPPERMINT GROVE","N",877,"PEPPERMINT GROVE"
4400000,"2017-06-19","House","14 VIEW ST, PEPPERMINT GROVE","N",744,"PEPPERMINT GROVE"
2100000,"2006-11-13","House","141 FORREST ST, PEPPERMINT GROVE","N",762,"PEPPERMINT GROVE"
4450000,"2021-03-25","House","14 A VIEW ST, PEPPERMINT GROVE","N",766,"PEPPERMINT GROVE"
2800000,"2010-04-29","House","139 FORREST ST, PEPPERMINT GROVE","N",756,"PEPPERMINT GROVE"
2100000,"2004-09-18","House","137 FORREST ST, PEPPERMINT GROVE","N",1434,"PEPPERMINT GROVE"
2600000,"2001-04-06","House","18 VIEW ST, PEPPERMINT GROVE","N",2724,"PEPPERMINT GROVE"
4200000,"2021-06-28","House","20 VIEW ST, PEPPERMINT GROVE","N",921,"PEPPERMINT GROVE"
3500000,"2013-06-17","House","27 HURSTFORD CL, PEPPERMINT GROVE","N",1079,"PEPPERMINT GROVE"
5380000,"2020-06-30","House","22 VIEW ST, PEPPERMINT GROVE","N",1456.868,"PEPPERMINT GROVE"
5660000,"2020-08-27","House","11 VIEW ST, PEPPERMINT GROVE","N",1458,"PEPPERMINT GROVE"
4500000,"2016-11-17","House","37 LEAKE ST, PEPPERMINT GROVE","N",2380,"PEPPERMINT GROVE"
2600000,"2004-05-23","House","13 VIEW ST, PEPPERMINT GROVE","N",1458,"PEPPERMINT GROVE"
1600000,"2003-11-19","House","35 LEAKE ST, PEPPERMINT GROVE","N",937,"PEPPERMINT GROVE"
3900000,"2013-09-11","House","39 LEAKE ST, PEPPERMINT GROVE","N",1080,"PEPPERMINT GROVE"
3750000,"2019-06-14","House","15 VIEW ST, PEPPERMINT GROVE","N",1457,"PEPPERMINT GROVE"
3350000,"2019-08-05","House","33 A LEAKE ST, PEPPERMINT GROVE","N",1078,"PEPPERMINT GROVE"
3650000,"2021-12-24","House","33 LEAKE ST, PEPPERMINT GROVE","N",1151,"PEPPERMINT GROVE"
2165000,"2019-12-09","House","29 HURSTFORD CL, PEPPERMINT GROVE","N",746,"PEPPERMINT GROVE"
1400000,"1995-09-12","House","29 LEAKE ST, PEPPERMINT GROVE","N",1022,"PEPPERMINT GROVE"
5300000,"2015-10-15","House","27 LEAKE ST, PEPPERMINT GROVE","N",1221,"PEPPERMINT GROVE"
3400000,"2017-11-12","House","23 LEAKE ST, PEPPERMINT GROVE","N",758.786,"PEPPERMINT GROVE"
2360000,"2022-02-17","House","21 HURSTFORD CL, PEPPERMINT GROVE","N",743.61,"PEPPERMINT GROVE"
3000000,"2009-09-29","House","127 FORREST ST, PEPPERMINT GROVE","N",971,"PEPPERMINT GROVE"
2100000,"2005-02-09","House","23 HURSTFORD CL, PEPPERMINT GROVE","N",935,"PEPPERMINT GROVE"
3000000,"2014-02-17","House","131 FORREST ST, PEPPERMINT GROVE","N",946,"PEPPERMINT GROVE"
1800000,"2014-03-26","Empty block","25 HURSTFORD CL, PEPPERMINT GROVE","N",700,"PEPPERMINT GROVE"
1500000,"2003-08-19","House","129 FORREST ST, PEPPERMINT GROVE","N",800,"PEPPERMINT GROVE"
2250000,"1992-07-01","House","133 FORREST ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
1356666,"2002-06-28","House","135 FORREST ST, PEPPERMINT GROVE","N",1434,"PEPPERMINT GROVE"
3900000,"2018-12-03","Empty block","144 FORREST ST, PEPPERMINT GROVE","N",1734,"PEPPERMINT GROVE"
715000,"1992-04-22","House","3 A VIEW ST, PEPPERMINT GROVE","N",1591,"PEPPERMINT GROVE"
6775000,"2015-12-10","House","5 VIEW ST, PEPPERMINT GROVE","N",2628,"PEPPERMINT GROVE"
4200000,"2018-10-05","House","1 MCNEIL ST, PEPPERMINT GROVE","N",1636,"PEPPERMINT GROVE"
3800000,"2014-11-19","House","5 MCNEIL ST, PEPPERMINT GROVE","N",1525.159,"PEPPERMINT GROVE"
6200000,"2017-06-24","House","9 MCNEIL ST, PEPPERMINT GROVE","N",1507.454,"PEPPERMINT GROVE"
2900000,"2013-07-29","House","7 MCNEIL ST, PEPPERMINT GROVE","N",1517.571,"PEPPERMINT GROVE"
2575000,"2007-06-04","House","13 A MCNEIL ST, PEPPERMINT GROVE","N",1146,"PEPPERMINT GROVE"
3500000,"2017-04-28","House","13 MCNEIL ST, PEPPERMINT GROVE","N",1492.278,"PEPPERMINT GROVE"
2650000,"2003-03-08","House","11 MCNEIL ST, PEPPERMINT GROVE","N",1499.866,"PEPPERMINT GROVE"
2805000,"2005-03-22","House","19 MCNEIL ST, PEPPERMINT GROVE","N",1464,"PEPPERMINT GROVE"
2250000,"2003-11-12","House","29 MCNEIL ST, PEPPERMINT GROVE","N",1428,"PEPPERMINT GROVE"
5890000,"2021-11-03","House","33 MCNEIL ST, PEPPERMINT GROVE","N",1528,"PEPPERMINT GROVE"
1250000,"1997-10-03","House","41 MCNEIL ST, PEPPERMINT GROVE","N",1706,"PEPPERMINT GROVE"
3510000,"2013-07-20","House","25 BINDARING PDE, PEPPERMINT GROVE","N",1628,"PEPPERMINT GROVE"
4250000,"2022-03-08","Empty block","39 MCNEIL ST, PEPPERMINT GROVE","N",1136,"PEPPERMINT GROVE"
905000,"1995-03-25","House","35 MCNEIL ST, PEPPERMINT GROVE","N",969,"PEPPERMINT GROVE"
1175000,"1993-11-03","House","2 THE ESPLANADE , PEPPERMINT GROVE","N",1017,"PEPPERMINT GROVE"
5850000,"2022-11-11","House","6 THE ESPLANADE , PEPPERMINT GROVE","N",1028,"PEPPERMINT GROVE"
3400000,"2018-04-04","House","34 MCNEIL ST, PEPPERMINT GROVE","N",744,"PEPPERMINT GROVE"
881000,"1993-10-28","House","32 MCNEIL ST, PEPPERMINT GROVE","N",992,"PEPPERMINT GROVE"
4000000,"2022-10-05","Empty block","4 PINDARI PL, PEPPERMINT GROVE","N",808,"PEPPERMINT GROVE"
6550000,"2014-11-30","House","12 THE ESPLANADE , PEPPERMINT GROVE","N",1597,"PEPPERMINT GROVE"
6750000,"2022-10-31","House","152 FORREST ST, PEPPERMINT GROVE","N",1404,"PEPPERMINT GROVE"
1130000,"1995-03-27","House","150 FORREST ST, PEPPERMINT GROVE","N",2045,"PEPPERMINT GROVE"
6100000,"2016-11-28","House","14 THE ESPLANADE , PEPPERMINT GROVE","N",1177,"PEPPERMINT GROVE"
1900000,"2005-08-13","House","50 JOHNSTON ST, PEPPERMINT GROVE","N",1262,"PEPPERMINT GROVE"
10250000,"2021-02-17","House","52 JOHNSTON ST, PEPPERMINT GROVE","N",2114,"PEPPERMINT GROVE"
3350000,"2019-06-10","House","1 BUTLER WAY, PEPPERMINT GROVE","N",946,"PEPPERMINT GROVE"
3500000,"2015-04-24","House","54 JOHNSTON ST, PEPPERMINT GROVE","N",1116,"PEPPERMINT GROVE"
2500000,"2019-03-02","House","2 BUTLER WAY, PEPPERMINT GROVE","N",741,"PEPPERMINT GROVE"
5100000,"2011-06-28","House","20 BAY VIEW TCE, PEPPERMINT GROVE","N",1206,"PEPPERMINT GROVE"
4600000,"2002-04-20","House","18 BAY VIEW TCE, PEPPERMINT GROVE","N",1674,"PEPPERMINT GROVE"
17000000,"2022-06-01","House","52 THE ESPLANADE , PEPPERMINT GROVE","N",3652,"PEPPERMINT GROVE"
1905000,"2001-05-19","House","54 IRVINE ST, PEPPERMINT GROVE","N",1656,"PEPPERMINT GROVE"
9000000,"2013-08-02","House","58 THE ESPLANADE , PEPPERMINT GROVE","N",2278,"PEPPERMINT GROVE"
3200000,"2003-10-04","House","57 KEANE ST, PEPPERMINT GROVE","N",919,"PEPPERMINT GROVE"
500000,"1991-06-08","House","55 KEANE ST, PEPPERMINT GROVE","N",919,"PEPPERMINT GROVE"
2200000,"2000-05-02","House","49 KEANE ST, PEPPERMINT GROVE","N",1821,"PEPPERMINT GROVE"
8000000,"2021-09-24","House","6 BAY VIEW TCE, PEPPERMINT GROVE","N",951,"PEPPERMINT GROVE"
3200000,"2020-02-15","Empty block","46 KEANE ST, PEPPERMINT GROVE","N",875,"PEPPERMINT GROVE"
2650000,"2020-10-17","Empty block","44 KEANE ST, PEPPERMINT GROVE","N",1038,"PEPPERMINT GROVE"
2650000,"2020-07-25","Empty block","4 BAY VIEW TCE, PEPPERMINT GROVE","N",832,"PEPPERMINT GROVE"
4500000,"2019-05-28","House","2 BUNGALOW CT, PEPPERMINT GROVE","N",433,"PEPPERMINT GROVE"
4100000,"2021-08-01","Empty block","42 KEANE ST, PEPPERMINT GROVE","N",890,"PEPPERMINT GROVE"
5300000,"2021-03-31","House","10 BUNGALOW CT, PEPPERMINT GROVE","N",444,"PEPPERMINT GROVE"
750000,"1995-09-23","House","8 KEANE ST, PEPPERMINT GROVE","N",794,"PEPPERMINT GROVE"
540000,"1995-06-14","House","9 COLUMBA PL, PEPPERMINT GROVE","N",743,"PEPPERMINT GROVE"
1350000,"2018-11-15","Strata","11 CROSSLAND CT, PEPPERMINT GROVE","N",459,"PEPPERMINT GROVE"
209000,"1992-04-16","House","1 KEANE ST, PEPPERMINT GROVE","N",551,"PEPPERMINT GROVE"
1700000,"2012-11-17","House","3 A KEANE ST, PEPPERMINT GROVE","N",955,"PEPPERMINT GROVE"
3750000,"2022-04-06","House","44 B VIEW ST, PEPPERMINT GROVE","N",1085,"PEPPERMINT GROVE"
3500000,"2018-08-22","House","44 A VIEW ST, PEPPERMINT GROVE","N",1105,"PEPPERMINT GROVE"
10700000,"2009-10-16","House","44 VIEW ST, PEPPERMINT GROVE","N",3033,"PEPPERMINT GROVE"
5700000,"2006-08-10","House","45 JOHNSTON ST, PEPPERMINT GROVE","N",2898.561,"PEPPERMINT GROVE"
949000,"2003-10-02","House","43 R JOHNSTON ST, PEPPERMINT GROVE","N",992,"PEPPERMINT GROVE"
2300000,"2000-04-01","House","41 VIEW ST, PEPPERMINT GROVE","N",1461,"PEPPERMINT GROVE"
11000000,"2017-12-02","House","43 VIEW ST, PEPPERMINT GROVE","N",1461,"PEPPERMINT GROVE"
1175000,"1994-03-01","Empty block","39 VIEW ST, PEPPERMINT GROVE","N",1461,"PEPPERMINT GROVE"
4800000,"2020-08-23","House","43 A VIEW ST, PEPPERMINT GROVE","N",1272,"PEPPERMINT GROVE"
1850000,"2005-07-21","Empty block","11 BUNGALOW CT, PEPPERMINT GROVE","N",394,"PEPPERMINT GROVE"
2050000,"2009-09-25","Empty block","9 BUNGALOW CT, PEPPERMINT GROVE","N",432,"PEPPERMINT GROVE"
