"sale_amount","sale_date","property_status","address","multi_lot_sale","land_area","suburb"
950000,"2007-06-27","Strata","17 A SALISBURY ST, COTTESLOE","N",492,"COTTESLOE"
1050000,"2012-01-28","Strata","17 SALISBURY ST, COTTESLOE","N",413,"COTTESLOE"
385000,"2000-12-14","Empty block","13 A SALISBURY ST, COTTESLOE","N",452,"COTTESLOE"
416000,"2002-01-30","Empty block","13 SALISBURY ST, COTTESLOE","N",451,"COTTESLOE"
2800000,"2020-11-14","House","11 SALISBURY ST, COTTESLOE","N",900,"COTTESLOE"
668000,"2002-11-22","House","30 ELIZABETH ST, COTTESLOE","N",774,"COTTESLOE"
827000,"2004-03-25","House","26 ELIZABETH ST, COTTESLOE","N",774,"COTTESLOE"
820000,"2009-07-21","Empty block","9 SALISBURY ST, COTTESLOE","N",449,"COTTESLOE"
1312000,"2007-09-19","Empty block","9 A SALISBURY ST, COTTESLOE","N",450,"COTTESLOE"
1400000,"2016-07-08","House","7 A SALISBURY ST, COTTESLOE","N",450,"COTTESLOE"
1670000,"2011-01-17","House","7 SALISBURY ST, COTTESLOE","N",449,"COTTESLOE"
450000,"1997-01-15","House","24 ELIZABETH ST, COTTESLOE","N",774,"COTTESLOE"
2200000,"2007-05-07","House","5 SALISBURY ST, COTTESLOE","N",900,"COTTESLOE"
2500000,"2022-07-08","House","22 ELIZABETH ST, COTTESLOE","N",774,"COTTESLOE"
1070000,"2002-11-23","House","3 SALISBURY ST, COTTESLOE","N",895,"COTTESLOE"
2785000,"2022-02-05","House","37 ELIZABETH ST, COTTESLOE","N",968.716,"COTTESLOE"
1500000,"2016-11-10","House","8 KNOWLES ST, COTTESLOE","N",582,"COTTESLOE"
1900000,"2016-04-09","House","42 GRIVER ST, COTTESLOE","N",968.716,"COTTESLOE"
1250000,"2015-03-22","Strata","10 KNOWLES ST, COTTESLOE","N",484,"COTTESLOE"
2000000,"2021-03-30","Strata","33 ELIZABETH ST, COTTESLOE","N",485,"COTTESLOE"
535000,"1999-10-16","House","38 GRIVER ST, COTTESLOE","N",678,"COTTESLOE"
400000,"1995-07-04","House","44 GRIVER ST, COTTESLOE","N",968.716,"COTTESLOE"
2150000,"2007-09-21","House","41 ELIZABETH ST, COTTESLOE","N",484,"COTTESLOE"
1920000,"2009-08-06","House","41 A ELIZABETH ST, COTTESLOE","N",484,"COTTESLOE"
493000,"2000-02-11","House","43 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
2850000,"2021-03-11","House","47 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
2139000,"2006-08-20","House","45 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
1650000,"2017-03-04","House","49 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
2350000,"2017-04-19","House","52 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
3120000,"2021-10-29","House","50 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
322500,"1995-10-06","House","46 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
1850000,"2020-06-30","House","48 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
1435000,"2017-09-17","House","44 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
1800000,"2020-11-12","House","45 KATHLEEN ST, COTTESLOE","N",564.031,"COTTESLOE"
1730000,"2019-07-16","House","43 KATHLEEN ST, COTTESLOE","N",561.501,"COTTESLOE"
1500000,"2011-03-09","House","41 KATHLEEN ST, COTTESLOE","N",561.501,"COTTESLOE"
1425000,"2008-09-05","House","42 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
1400000,"2012-08-20","House","41 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
1650000,"2015-11-01","House","37 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
347000,"1997-10-10","House","39 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
1475000,"2016-03-29","Strata","30 GRIVER ST, COTTESLOE","N",602,"COTTESLOE"
1475000,"2012-05-06","House","33 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
2632500,"2022-08-12","House","31 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
1850000,"2019-04-06","House","35 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
2800000,"2022-02-21","House","35 KATHLEEN ST, COTTESLOE","N",561.501,"COTTESLOE"
4250000,"2021-07-27","House","33 KATHLEEN ST, COTTESLOE","N",561.501,"COTTESLOE"
2250000,"2020-09-09","House","36 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
2410000,"2022-03-08","House","38 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
2000000,"2014-11-26","House","34 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
1800000,"2014-11-24","House","30 KATHLEEN ST, COTTESLOE","N",604.499,"COTTESLOE"
575000,"2002-08-01","House","32 KATHLEEN ST, COTTESLOE","N",574.148,"COTTESLOE"
1420000,"2006-10-26","House","31 KATHLEEN ST, COTTESLOE","N",561.501,"COTTESLOE"
1425000,"2015-08-07","House","28 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
181000,"1989-06-14","House","26 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
1560000,"2013-02-15","House","29 GRIVER ST, COTTESLOE","N",574.148,"COTTESLOE"
2925000,"2023-01-24","Strata","26 A GRIVER ST, COTTESLOE","N",472,"COTTESLOE"
290000,"1991-03-23","House","23 ELIZABETH ST, COTTESLOE","N",748.609,"COTTESLOE"
2000000,"2014-02-08","House","24 GRIVER ST, COTTESLOE","N",968.639,"COTTESLOE"
1650000,"2021-05-03","Strata","27 B ELIZABETH ST, COTTESLOE","N",505,"COTTESLOE"
1480000,"2019-10-22","Strata","25 ELIZABETH ST, COTTESLOE","N",434,"COTTESLOE"
2100000,"2012-01-14","Strata","26 B GRIVER ST, COTTESLOE","N",472,"COTTESLOE"
1100000,"2019-11-01","Strata","27 A ELIZABETH ST, COTTESLOE","N",394,"COTTESLOE"
325000,"1989-03-23","House","31 ELIZABETH ST, COTTESLOE","N",968.716,"COTTESLOE"
2200000,"2008-03-29","House","9 BALFOUR ST, COTTESLOE","N",1016.773,"COTTESLOE"
1020000,"2012-04-02","Strata","7 A BALFOUR ST, COTTESLOE","N",398,"COTTESLOE"
1750000,"2023-03-19","Strata","7 B BALFOUR ST, COTTESLOE","N",477,"COTTESLOE"
1420000,"2020-04-11","House","18 A ELIZABETH ST, COTTESLOE","N",580,"COTTESLOE"
880000,"2014-06-23","Strata","5 A BALFOUR ST, COTTESLOE","N",477,"COTTESLOE"
1365000,"2023-04-25","Strata","5 B BALFOUR ST, COTTESLOE","N",502,"COTTESLOE"
1900000,"2020-10-21","House","18 ELIZABETH ST, COTTESLOE","N",696,"COTTESLOE"
1200000,"2021-06-08","Strata","20 ELIZABETH ST, COTTESLOE","N",396,"COTTESLOE"
1425000,"2008-04-05","Strata","1 BALFOUR ST, COTTESLOE","N",528,"COTTESLOE"
305000,"2000-03-24","House","293 CURTIN AV, COTTESLOE","N",589,"COTTESLOE"
625000,"2017-01-13","Empty block","291 B CURTIN AV, COTTESLOE","N",377,"COTTESLOE"
1290000,"2018-03-25","Strata","13 BALFOUR ST, COTTESLOE","N",506,"COTTESLOE"
1100000,"2013-07-14","Strata","15 BALFOUR ST, COTTESLOE","N",512,"COTTESLOE"
1060000,"2018-03-24","Strata","2 SALISBURY ST, COTTESLOE","N",461,"COTTESLOE"
2000000,"2019-10-18","Strata","14 BALFOUR ST, COTTESLOE","N",552,"COTTESLOE"
20,"2007-05-15","Strata","4 A SALISBURY ST, COTTESLOE","N",551,"COTTESLOE"
277000,"1992-08-03","House","6 SALISBURY ST, COTTESLOE","N",1011.714,"COTTESLOE"
319000,"2019-03-11","Strata","4 SALISBURY ST, COTTESLOE","N",462,"COTTESLOE"
830000,"2004-05-04","House","8 SALISBURY ST, COTTESLOE","N",1011.714,"COTTESLOE"
200000,"1997-10-17","House","10 SALISBURY ST, COTTESLOE","N",1011.714,"COTTESLOE"
975000,"2019-09-15","Strata","14 B SALISBURY ST, COTTESLOE","N",421,"COTTESLOE"
1110000,"2012-05-15","House","10 NORTH ST, COTTESLOE","N",666,"COTTESLOE"
555000,"2003-05-24","Strata","14 A SALISBURY ST, COTTESLOE","N",431,"COTTESLOE"
1800000,"2010-05-04","House","124 RAILWAY ST, COTTESLOE","N",728.434,"COTTESLOE"
1470000,"2007-08-06","House","41 CONGDON ST, COTTESLOE","N",612.087,"COTTESLOE"
510000,"2001-10-13","House","10 SEA VIEW TCE, COTTESLOE","N",612.087,"COTTESLOE"
1900000,"2010-04-27","House","122 RAILWAY ST, COTTESLOE","N",657.614,"COTTESLOE"
565000,"2002-12-31","House","12 SEA VIEW TCE, COTTESLOE","N",506,"COTTESLOE"
1700000,"2018-11-26","House","8 SEA VIEW TCE, COTTESLOE","N",612.087,"COTTESLOE"
580000,"1999-02-23","House","35 CONGDON ST, COTTESLOE","N",612.087,"COTTESLOE"
2205000,"2022-10-20","House","39 CONGDON ST, COTTESLOE","N",612.087,"COTTESLOE"
2120000,"2021-09-29","House","37 CONGDON ST, COTTESLOE","N",612.087,"COTTESLOE"
275000,"2000-08-24","House","475 STIRLING HWY, COTTESLOE","N",602,"COTTESLOE"
795000,"2007-10-15","House","477 STIRLING HWY, COTTESLOE","N",536,"COTTESLOE"
1600000,"2019-11-07","House","2 GORDON ST, COTTESLOE","N",569,"COTTESLOE"
765000,"2012-06-13","House","473 STIRLING HWY, COTTESLOE","N",503.328,"COTTESLOE"
515000,"2004-02-09","House","471 STIRLING HWY, COTTESLOE","N",596.864,"COTTESLOE"
1180000,"2019-11-24","House","16 EDWARD ST, COTTESLOE","N",558.928,"COTTESLOE"
1000000,"2016-02-03","House","479 STIRLING HWY, COTTESLOE","N",556,"COTTESLOE"
527000,"2005-01-18","Strata","483 A STIRLING HWY, COTTESLOE","N",321,"COTTESLOE"
840000,"2011-10-05","Strata","483 STIRLING HWY, COTTESLOE","N",415,"COTTESLOE"
1375000,"2010-12-14","House","13 EDWARD ST, COTTESLOE","N",708.144,"COTTESLOE"
710000,"2003-02-20","House","11 EDWARD ST, COTTESLOE","N",708.144,"COTTESLOE"
949000,"2009-09-05","House","487 STIRLING HWY, COTTESLOE","N",840,"COTTESLOE"
1700000,"2015-10-17","House","108 NAPIER ST, COTTESLOE","N",708.144,"COTTESLOE"
1435000,"2012-07-30","House","9 EDWARD ST, COTTESLOE","N",708.144,"COTTESLOE"
2850000,"2022-06-08","House","104 NAPIER ST, COTTESLOE","N",708.144,"COTTESLOE"
2830000,"2022-04-18","House","7 EDWARD ST, COTTESLOE","N",708.144,"COTTESLOE"
786000,"2005-07-02","House","5 EDWARD ST, COTTESLOE","N",708.144,"COTTESLOE"
465000,"2001-04-17","House","102 NAPIER ST, COTTESLOE","N",708.144,"COTTESLOE"
2525000,"2008-05-16","House","100 NAPIER ST, COTTESLOE","N",708.144,"COTTESLOE"
3010000,"2023-05-02","House","3 EDWARD ST, COTTESLOE","N",708.144,"COTTESLOE"
284000,"1996-02-26","Empty block","8 EDWARD ST, COTTESLOE","N",708,"COTTESLOE"
1490000,"2013-12-07","House","6 EDWARD ST, COTTESLOE","N",708,"COTTESLOE"
2300000,"2019-02-13","House","4 EDWARD ST, COTTESLOE","N",708,"COTTESLOE"
3600000,"2022-01-30","House","23 BOREHAM ST, COTTESLOE","N",703,"COTTESLOE"
985000,"2004-05-03","House","10 EDWARD ST, COTTESLOE","N",708,"COTTESLOE"
855000,"2017-02-20","House","25 BOREHAM ST, COTTESLOE","N",352,"COTTESLOE"
1600000,"2019-02-28","House","27 BOREHAM ST, COTTESLOE","N",352,"COTTESLOE"
2020000,"2018-03-03","House","3 GORDON ST, COTTESLOE","N",400,"COTTESLOE"
1600000,"2012-04-04","House","14 EDWARD ST, COTTESLOE","N",572,"COTTESLOE"
1300000,"2016-11-20","House","31 BOREHAM ST, COTTESLOE","N",701,"COTTESLOE"
1400000,"2016-04-08","House","35 BOREHAM ST, COTTESLOE","N",508.346,"COTTESLOE"
1900000,"2023-06-06","House","33 BOREHAM ST, COTTESLOE","N",508.346,"COTTESLOE"
1300000,"2013-12-04","House","37 BOREHAM ST, COTTESLOE","N",508.346,"COTTESLOE"
920000,"2020-12-03","Strata","1/39 BOREHAM ST, COTTESLOE","N",376,"COTTESLOE"
1110000,"2023-03-20","Strata","2/39 BOREHAM ST, COTTESLOE","N",288,"COTTESLOE"
2400000,"2019-11-02","House","32 BOREHAM ST, COTTESLOE","N",662.62,"COTTESLOE"
1575000,"2017-09-10","House","36 BOREHAM ST, COTTESLOE","N",662.62,"COTTESLOE"
1150000,"2010-10-29","House","38 BOREHAM ST, COTTESLOE","N",662.62,"COTTESLOE"
1400000,"2020-08-20","House","465 STIRLING HWY, COTTESLOE","N",677.848,"COTTESLOE"
1410000,"2021-12-18","House","40 BOREHAM ST, COTTESLOE","N",619.675,"COTTESLOE"
1020000,"2011-08-12","House","463 STIRLING HWY, COTTESLOE","N",768.842,"COTTESLOE"
1050000,"2019-08-12","House","461 STIRLING HWY, COTTESLOE","N",502,"COTTESLOE"
850000,"2003-02-14","House","8 MANN ST, COTTESLOE","N",794.196,"COTTESLOE"
440000,"1998-09-18","Empty block","7 A MANN ST, COTTESLOE","N",635,"COTTESLOE"
565000,"2000-01-21","Empty block","7 MANN ST, COTTESLOE","N",635,"COTTESLOE"
1040000,"2004-07-12","House","5 MANN ST, COTTESLOE","N",791.603,"COTTESLOE"
620000,"1996-06-22","House","3 MANN ST, COTTESLOE","N",791.603,"COTTESLOE"
735000,"1999-10-31","House","4 MANN ST, COTTESLOE","N",794.133,"COTTESLOE"
4300000,"2022-10-26","House","86 RAILWAY ST, COTTESLOE","N",715.788,"COTTESLOE"
1900000,"2022-01-23","House","82 RAILWAY ST, COTTESLOE","N",908,"COTTESLOE"
2570000,"2020-10-06","House","84 RAILWAY ST, COTTESLOE","N",792,"COTTESLOE"
1500000,"2020-02-29","House","3 GREENHAM ST, COTTESLOE","N",761.315,"COTTESLOE"
1680000,"2011-12-07","House","5 GREENHAM ST, COTTESLOE","N",761.315,"COTTESLOE"
1750000,"2012-06-10","House","7 GREENHAM ST, COTTESLOE","N",761.315,"COTTESLOE"
880000,"2004-04-24","House","13 MANN ST, COTTESLOE","N",791.666,"COTTESLOE"
2500000,"2015-07-07","House","14 MANN ST, COTTESLOE","N",794.196,"COTTESLOE"
460000,"1995-09-23","House","16 MANN ST, COTTESLOE","N",794.196,"COTTESLOE"
2950000,"2021-01-25","House","18 MANN ST, COTTESLOE","N",794.196,"COTTESLOE"
1855000,"2018-11-26","House","20 MANN ST, COTTESLOE","N",794.196,"COTTESLOE"
855000,"2002-03-09","House","15 MANN ST, COTTESLOE","N",791.666,"COTTESLOE"
2250000,"2003-07-28","House","6 GREENHAM ST, COTTESLOE","N",1489,"COTTESLOE"
1200000,"2020-09-16","Strata","94 A RAILWAY ST, COTTESLOE","N",558,"COTTESLOE"
1200000,"2013-11-11","House","92 RAILWAY ST, COTTESLOE","N",581.736,"COTTESLOE"
1450000,"2009-12-15","House","90 RAILWAY ST, COTTESLOE","N",667.731,"COTTESLOE"
1380000,"2013-09-02","House","2 GREENHAM ST, COTTESLOE","N",756.256,"COTTESLOE"
4000000,"2020-08-31","House","103 GRANT ST, COTTESLOE","N",1578.274,"COTTESLOE"
590000,"1999-08-02","House","105 GRANT ST, COTTESLOE","N",819.488,"COTTESLOE"
448000,"1996-06-26","House","107 GRANT ST, COTTESLOE","N",819.488,"COTTESLOE"
2700000,"2018-05-12","House","109 GRANT ST, COTTESLOE","N",862.486,"COTTESLOE"
1485000,"2020-11-15","Empty block","32 MANN ST, COTTESLOE","N",425,"COTTESLOE"
1525000,"2020-08-14","Empty block","111 GRANT ST, COTTESLOE","N",433,"COTTESLOE"
1425000,"2020-11-02","Empty block","30 MANN ST, COTTESLOE","N",416,"COTTESLOE"
1375000,"2014-01-09","House","123 GRANT ST, COTTESLOE","N",1442,"COTTESLOE"
3310000,"2014-07-01","House","119 GRANT ST, COTTESLOE","N",1442,"COTTESLOE"
1175000,"2000-10-18","House","121 GRANT ST, COTTESLOE","N",1442,"COTTESLOE"
1680000,"2004-09-10","House","117 GRANT ST, COTTESLOE","N",1442,"COTTESLOE"
5500000,"2017-12-10","House","115 GRANT ST, COTTESLOE","N",1442,"COTTESLOE"
2575000,"2018-03-24","Strata","15 CONGDON ST, COTTESLOE","N",772,"COTTESLOE"
1810000,"2019-11-15","Strata","125 GRANT ST, COTTESLOE","N",240,"COTTESLOE"
688000,"2001-09-22","House","13 CONGDON ST, COTTESLOE","N",1012,"COTTESLOE"
1900000,"2017-10-10","House","7 CONGDON ST, COTTESLOE","N",888,"COTTESLOE"
3500000,"2019-08-06","House","9 CONGDON ST, COTTESLOE","N",787,"COTTESLOE"
800000,"2002-04-03","House","5 CONGDON ST, COTTESLOE","N",888,"COTTESLOE"
1080000,"2005-04-25","House","3 CONGDON ST, COTTESLOE","N",888,"COTTESLOE"
1395000,"2013-07-01","Strata","8 CLIVE RD, COTTESLOE","N",603,"COTTESLOE"
2000000,"2021-11-13","Strata","6 CLIVE RD, COTTESLOE","N",864,"COTTESLOE"
280000,"2000-04-19","Empty block","7 JOINERY WAY, COTTESLOE","N",374,"COTTESLOE"
275000,"1995-08-09","House","4 CLIVE RD, COTTESLOE","N",966,"COTTESLOE"
1306000,"2012-06-30","House","32 MCNAMARA WAY, COTTESLOE","N",351,"COTTESLOE"
175000,"1996-08-27","Empty block","30 MCNAMARA WAY, COTTESLOE","N",368,"COTTESLOE"
1505000,"2022-12-22","House","34 MCNAMARA WAY, COTTESLOE","N",334,"COTTESLOE"
1450000,"2023-05-26","Strata","3/3 CLIVE RD, COTTESLOE","N",142,"COTTESLOE"
1820000,"2022-06-17","House","28 MCNAMARA WAY, COTTESLOE","N",350,"COTTESLOE"
1528000,"2021-01-22","Strata","26 MCNAMARA WAY, COTTESLOE","N",204,"COTTESLOE"
1395000,"2010-03-18","Strata","24 MCNAMARA WAY, COTTESLOE","N",168,"COTTESLOE"
1385000,"2022-04-05","Strata","1/3 CLIVE RD, COTTESLOE","N",151,"COTTESLOE"
950000,"2019-07-01","Strata","2/3 CLIVE RD, COTTESLOE","N",144,"COTTESLOE"
1400000,"2007-01-12","Empty block","5/3 CLIVE RD, COTTESLOE","N",139,"COTTESLOE"
1450000,"2023-07-21","Strata","6/3 CLIVE RD, COTTESLOE","N",139,"COTTESLOE"
1031000,"2017-12-15","Strata","20 MCNAMARA WAY, COTTESLOE","N",161,"COTTESLOE"
1540000,"2022-11-25","Strata","22 MCNAMARA WAY, COTTESLOE","N",194,"COTTESLOE"
1015000,"2019-07-28","Strata","5 CLIVE RD, COTTESLOE","N",137,"COTTESLOE"
1150000,"2010-07-01","Strata","7 CLIVE RD, COTTESLOE","N",138,"COTTESLOE"
1150000,"2011-10-04","Strata","9 CLIVE RD, COTTESLOE","N",136,"COTTESLOE"
1440000,"2022-10-21","Strata","11 CLIVE RD, COTTESLOE","N",182,"COTTESLOE"
635000,"2001-01-23","House","33 CONGDON ST, COTTESLOE","N",612.087,"COTTESLOE"
390000,"1996-02-24","House","31 CONGDON ST, COTTESLOE","N",612.087,"COTTESLOE"
3350000,"2020-08-31","House","4 SEA VIEW TCE, COTTESLOE","N",612.087,"COTTESLOE"
925000,"2003-04-05","House","29 CONGDON ST, COTTESLOE","N",612.087,"COTTESLOE"
2010000,"2016-11-17","House","2 SEA VIEW TCE, COTTESLOE","N",612.087,"COTTESLOE"
1645000,"2014-11-29","House","5 SEA VIEW TCE, COTTESLOE","N",540,"COTTESLOE"
1300000,"2007-10-02","House","116 RAILWAY ST, COTTESLOE","N",567,"COTTESLOE"
1650000,"2015-07-13","House","3 SEA VIEW TCE, COTTESLOE","N",611,"COTTESLOE"
1100000,"2008-01-15","House","114 RAILWAY ST, COTTESLOE","N",501,"COTTESLOE"
1550000,"2018-05-05","House","112 RAILWAY ST, COTTESLOE","N",587,"COTTESLOE"
175000,"1989-04-06","House","1 A MELVILLE ST, COTTESLOE","N",584,"COTTESLOE"
436000,"1994-10-17","House","1 SEA VIEW TCE, COTTESLOE","N",586.794,"COTTESLOE"
350000,"1996-02-23","House","3 MELVILLE ST, COTTESLOE","N",536,"COTTESLOE"
1775000,"2020-09-13","House","1 MELVILLE ST, COTTESLOE","N",536,"COTTESLOE"
1350000,"2019-05-18","House","5 MELVILLE ST, COTTESLOE","N",536,"COTTESLOE"
3380000,"2023-08-29","House","16 WILLIAM ST, COTTESLOE","N",607,"COTTESLOE"
1800000,"2016-07-19","House","7 MELVILLE ST, COTTESLOE","N",536,"COTTESLOE"
1502101,"2020-06-05","House","11 MELVILLE ST, COTTESLOE","N",536,"COTTESLOE"
1950000,"2019-08-25","House","13 MELVILLE ST, COTTESLOE","N",536,"COTTESLOE"
3200000,"2016-11-12","House","27 CONGDON ST, COTTESLOE","N",807,"COTTESLOE"
3200000,"2012-05-28","House","22 WILLIAM ST, COTTESLOE","N",607,"COTTESLOE"
560000,"2002-05-18","Empty block","28 WILLIAM ST, COTTESLOE","N",411,"COTTESLOE"
1230000,"2004-03-23","House","116 GRANT ST, COTTESLOE","N",809.371,"COTTESLOE"
1355000,"2020-02-19","House","3 WILLIAM ST, COTTESLOE","N",579,"COTTESLOE"
950000,"2005-03-18","House","112 GRANT ST, COTTESLOE","N",607.028,"COTTESLOE"
3340000,"2022-02-25","House","114 GRANT ST, COTTESLOE","N",635,"COTTESLOE"
2150000,"2018-05-03","House","8 WILLIAM ST, COTTESLOE","N",607,"COTTESLOE"
2150000,"2012-05-19","House","6 WILLIAM ST, COTTESLOE","N",607,"COTTESLOE"
2850000,"2022-04-16","House","4 WILLIAM ST, COTTESLOE","N",607,"COTTESLOE"
1300000,"2019-12-11","House","41 MANN ST, COTTESLOE","N",456,"COTTESLOE"
1620000,"2007-08-30","House","39 MANN ST, COTTESLOE","N",456,"COTTESLOE"
24500,"1991-04-20","House","110 GRANT ST, COTTESLOE","N",768.903,"COTTESLOE"
1200000,"2011-02-13","Empty block","1 WILLIAM ST, COTTESLOE","N",562,"COTTESLOE"
2165000,"2021-05-15","House","108 RAILWAY ST, COTTESLOE","N",761,"COTTESLOE"
2165000,"2023-04-07","House","106 RAILWAY ST, COTTESLOE","N",673,"COTTESLOE"
940000,"2019-05-29","House","287 CURTIN AV, COTTESLOE","N",537,"COTTESLOE"
295000,"2001-06-01","House","289 CURTIN AV, COTTESLOE","N",596,"COTTESLOE"
1610000,"2020-01-17","House","14 ELIZABETH ST, COTTESLOE","N",758.786,"COTTESLOE"
885000,"2008-01-24","House","283 CURTIN AV, COTTESLOE","N",477,"COTTESLOE"
20,"2019-01-30","House","12 ELIZABETH ST, COTTESLOE","N",758.786,"COTTESLOE"
1200000,"2019-02-25","House","8 ELIZABETH ST, COTTESLOE","N",758.786,"COTTESLOE"
1269000,"2014-03-20","House","6 ELIZABETH ST, COTTESLOE","N",713.258,"COTTESLOE"
2000000,"2017-11-17","House","12 GRIVER ST, COTTESLOE","N",758.725,"COTTESLOE"
495000,"1998-07-31","House","14 GRIVER ST, COTTESLOE","N",758.725,"COTTESLOE"
1460000,"2016-06-13","House","11 ELIZABETH ST, COTTESLOE","N",758.725,"COTTESLOE"
1410000,"2013-03-20","House","9 ELIZABETH ST, COTTESLOE","N",758.725,"COTTESLOE"
1999000,"2010-02-26","House","10 GRIVER ST, COTTESLOE","N",758.725,"COTTESLOE"
1475000,"2016-05-09","House","7 ELIZABETH ST, COTTESLOE","N",758.725,"COTTESLOE"
646000,"2001-06-24","House","8 GRIVER ST, COTTESLOE","N",758.725,"COTTESLOE"
830000,"2003-05-29","House","18 GRIVER ST, COTTESLOE","N",758.725,"COTTESLOE"
645000,"2001-07-25","House","21 ELIZABETH ST, COTTESLOE","N",758.725,"COTTESLOE"
1450000,"2007-07-11","House","19 ELIZABETH ST, COTTESLOE","N",549,"COTTESLOE"
1700000,"2014-02-20","House","15 GRIVER ST, COTTESLOE","N",490.681,"COTTESLOE"
640000,"2003-06-22","House","22 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
1300000,"2016-10-22","House","18 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
1550000,"2018-08-17","Empty block","17 GRIVER ST, COTTESLOE","N",491,"COTTESLOE"
183000,"1991-05-22","House","20 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
2212500,"2020-03-09","House","24 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
861000,"2005-06-28","House","25 KATHLEEN ST, COTTESLOE","N",465.388,"COTTESLOE"
800000,"2005-07-04","House","27 KATHLEEN ST, COTTESLOE","N",462.859,"COTTESLOE"
850000,"2011-09-24","House","23 KATHLEEN ST, COTTESLOE","N",462.859,"COTTESLOE"
1550000,"2010-08-06","House","21 KATHLEEN ST, COTTESLOE","N",462.859,"COTTESLOE"
305200,"1994-01-22","House","19 KATHLEEN ST, COTTESLOE","N",462.859,"COTTESLOE"
2040000,"2022-02-19","House","17 KATHLEEN ST, COTTESLOE","N",465.388,"COTTESLOE"
155000,"1990-09-17","House","13 GRIVER ST, COTTESLOE","N",490.681,"COTTESLOE"
2350000,"2018-07-05","House","11 GRIVER ST, COTTESLOE","N",490.681,"COTTESLOE"
290000,"1994-11-05","Empty block","14 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
1335000,"2017-07-18","House","16 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
390000,"1997-11-15","House","11 KATHLEEN ST, COTTESLOE","N",462.859,"COTTESLOE"
285000,"1993-12-18","House","9 KATHLEEN ST, COTTESLOE","N",462.859,"COTTESLOE"
265000,"1994-01-17","House","12 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
2100000,"2013-12-08","House","7 GRIVER ST, COTTESLOE","N",490.681,"COTTESLOE"
1430000,"2019-04-13","House","10 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
1895000,"2006-06-06","Strata","2 A GRIVER ST, COTTESLOE","N",470,"COTTESLOE"
2000000,"2015-04-29","Strata","2 GRIVER ST, COTTESLOE","N",450,"COTTESLOE"
2700000,"2019-11-24","House","3 GRIVER ST, COTTESLOE","N",857,"COTTESLOE"
1870000,"2014-07-17","House","86 GRANT ST, COTTESLOE","N",545,"COTTESLOE"
1465000,"2011-10-21","House","82 GRANT ST, COTTESLOE","N",510.916,"COTTESLOE"
165000,"1991-03-19","Empty block","4 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
1890000,"2010-02-22","House","2 KATHLEEN ST, COTTESLOE","N",490.681,"COTTESLOE"
175500,"1989-09-11","Empty block","1 GRIVER ST, COTTESLOE","N",612.087,"COTTESLOE"
1890000,"2021-06-03","House","86 A GRANT ST, COTTESLOE","N",472.976,"COTTESLOE"
