address,data_source,property_status,sale_amount,sale_date,multi_lot_sale,land_area
"10 A ROSENDO ST, COTTESLOE",residential,Vacant,625000,1998-03-25,N,511
"5 A DEANE ST, COTTESLOE",residential,Strata,1245000,2012-03-18,N,731
"7 DEANE ST, COTTESLOE",residential,Non Strata,2850000,2014-05-03,N,731
"12 ROSENDO ST, COTTESLOE",residential,Non Strata,5200000,2013-03-23,N,1317
"6 DEANE ST, COTTESLOE",residential,Non Strata,3485000,2015-12-16,N,569
"10 DEANE ST, COTTESLOE",residential,Non Strata,3300000,2017-09-13,N,569
"8 DEANE ST, COTTESLOE",residential,Non Strata,2750000,2014-10-29,N,569
"5 A PEARSE ST, COTTESLOE",residential,Non Strata,3950000,2008-08-31,Y,421
"5 PEARSE ST, COTTESLOE",residential,Non Strata,3000000,2006-04-19,Y,422
"2/1 PEARSE ST, COTTESLOE",residential,Strata,800000,2019-11-05,N,936
"15 CURTIN AV, COTTESLOE",residential,Non Strata,2050000,2020-11-04,N,291
"13 CURTIN AV, COTTESLOE",residential,Vacant,220000,1998-06-28,N,271
"11 CURTIN AV, COTTESLOE",residential,Vacant,360000,1996-02-12,Y,248
"17 CURTIN AV, COTTESLOE",residential,Non Strata,2100000,2023-09-15,N,334
"17 CURTIN AV, COTTESLOE",residential,Vacant,328000,1994-05-24,N,334
"7 SYDNEY ST, COTTESLOE",residential,Non Strata,480000,1989-10-06,Y,403
"21 CURTIN AV, COTTESLOE",residential,Non Strata,1271000,2019-11-25,N,406
"7 SYDNEY ST, COTTESLOE",residential,Non Strata,480000,1989-10-06,Y,420
"3 MACARTHUR ST, COTTESLOE",residential,Non Strata,2479500,2021-11-08,N,435
"8 SYDNEY ST, COTTESLOE",residential,Non Strata,2800000,2016-10-25,N,655
"6 SYDNEY ST, COTTESLOE",residential,Non Strata,4000000,2024-04-17,N,407
"6 SYDNEY ST, COTTESLOE",residential,Non Strata,675000,1998-09-24,N,407
"7 MACARTHUR ST, COTTESLOE",residential,Non Strata,2750000,2021-05-03,N,405
"9 MACARTHUR ST, COTTESLOE",residential,Non Strata,1980000,2019-09-23,N,405
"9 WARTON ST, COTTESLOE",residential,Non Strata,1950000,2013-02-14,N,508
"1/8 MACARTHUR ST, COTTESLOE",residential,Strata,765000,2018-05-16,N,923
"7 WARTON ST, COTTESLOE",residential,Non Strata,5000000,2024-03-18,N,508
"7 WARTON ST, COTTESLOE",residential,Non Strata,2210000,2020-01-08,N,508
"7 BEACH ST, COTTESLOE",residential,Non Strata,5395000,2021-10-03,N,774
"10 BEACH ST, COTTESLOE",residential,Non Strata,1250000,2002-03-10,N,817.232
"1/8 BEACH ST, COTTESLOE",residential,Strata,1525000,2012-12-08,N,947
"7 AVONMORE TCE, COTTESLOE",residential,Non Strata,8800000,2017-03-02,N,1031.023
"5 B AVONMORE TCE, COTTESLOE",residential,Strata,4250000,2022-10-27,N,1087
"14 PRINCES ST, COTTESLOE",residential,Non Strata,4450000,2010-09-23,N,832
"6 A PRINCES ST, COTTESLOE",residential,Non Strata,875000,1994-10-04,Y,74
"10 PRINCES ST, COTTESLOE",residential,Strata,1775000,2017-03-16,N,1030
"1/13 SALVADO ST, COTTESLOE",residential,Strata,2540000,2023-05-12,N,827
"12 SALVADO ST, COTTESLOE",residential,Vacant,2000000,2006-05-17,N,342
"13 A AVONMORE TCE, COTTESLOE",residential,Non Strata,3600000,2015-06-25,N,572
"13 AVONMORE TCE, COTTESLOE",residential,Non Strata,3850000,2014-09-04,N,572
"10 A SALVADO ST, COTTESLOE",residential,Strata,2800000,2021-09-15,N,963.658
"4/11 ROSENDO ST, COTTESLOE",residential,Strata,950000,2023-09-15,N,925.718
"17 AVONMORE TCE, COTTESLOE",residential,Vacant,1400000,2022-09-13,N,331
"17 A AVONMORE TCE, COTTESLOE",residential,Vacant,1500000,2022-08-11,N,337
"11 A ROSENDO ST, COTTESLOE",residential,Strata,2600000,2006-02-03,N,298
"10/23 AVONMORE TCE, COTTESLOE",residential,Strata,570000,2023-12-04,N,911
"11 DEANE ST, COTTESLOE",residential,Non Strata,2500000,2004-05-12,N,911
"9/23 AVONMORE TCE, COTTESLOE",residential,Strata,690000,2023-01-13,N,911
"4/21 AVONMORE TCE, COTTESLOE",residential,Strata,1500000,2021-10-22,N,1131
"13 DEANE ST, COTTESLOE",residential,Non Strata,1750000,2005-03-03,N,302
"14 DEANE ST, COTTESLOE",residential,Non Strata,4000000,2015-04-21,Y,569
"12 DEANE ST, COTTESLOE",residential,Non Strata,3000000,2015-02-27,N,569
"9 PEARSE ST, COTTESLOE",residential,Non Strata,910000,1998-03-11,N,435
"7 A PEARSE ST, COTTESLOE",residential,Strata,3550000,2023-05-08,N,949
"27 CURTIN AV, COTTESLOE",residential,Non Strata,240000,1995-02-02,N,366
"29 CURTIN AV, COTTESLOE",residential,Non Strata,1125000,2016-11-29,N,369
"31 D CURTIN AV, COTTESLOE",residential,Non Strata,285000,1996-04-02,Y,303
"33 CURTIN AV, COTTESLOE",residential,Non Strata,1220000,2015-01-09,N,366
"31 B CURTIN AV, COTTESLOE",residential,Non Strata,1230000,2013-06-21,Y,241
"11 MACARTHUR ST, COTTESLOE",residential,Non Strata,3306000,2024-03-20,N,352
"11 MACARTHUR ST, COTTESLOE",residential,Vacant,365000,1997-07-31,N,352
"11 B MACARTHUR ST, COTTESLOE",residential,Non Strata,420000,2019-01-11,N,272
"15 WARTON ST, COTTESLOE",residential,Non Strata,550000,1992-01-20,Y,405
"14 MACARTHUR ST, COTTESLOE",residential,Non Strata,1700000,2012-03-02,N,420
"11 WARTON ST, COTTESLOE",residential,Non Strata,2670000,2017-01-15,N,660
"11 BEACH ST, COTTESLOE",residential,Non Strata,4400000,2010-08-09,N,774
"13 A BEACH ST, COTTESLOE",residential,Strata,2100000,2015-09-23,N,452
"1 AVONMORE TCE, COTTESLOE",residential,Strata,2525000,2012-04-14,N,847
"3 AVONMORE TCE, COTTESLOE",residential,Non Strata,4500000,2013-11-10,N,484
"15 SALVADO ST, COTTESLOE",residential,Non Strata,3000000,2005-02-02,N,610
"11 AVONMORE TCE, COTTESLOE",residential,Non Strata,1250000,1997-11-24,N,665
"25 AVONMORE TCE, COTTESLOE",residential,Non Strata,2295000,2009-12-30,N,455
"15 DEANE ST, COTTESLOE",residential,Non Strata,780000,1994-07-10,N,455
"27 AVONMORE TCE, COTTESLOE",residential,Non Strata,2350000,2014-02-24,N,455
"18 DEANE ST, COTTESLOE",residential,Non Strata,2500000,2009-01-20,N,351
"14 A DEANE ST, COTTESLOE",residential,Non Strata,4000000,2015-04-21,Y,136.866
"29 AVONMORE TCE, COTTESLOE",residential,Non Strata,3500000,2014-11-07,N,340
"16 A DEANE ST, COTTESLOE",residential,Strata,1650000,2016-07-24,N,390
"16 DEANE ST, COTTESLOE",residential,Strata,1250000,2004-03-13,N,461
"15 MACARTHUR ST, COTTESLOE",residential,Non Strata,2525000,2013-09-14,N,366
"26 MACARTHUR ST, COTTESLOE",residential,Non Strata,1945000,2020-01-02,N,381
"20 MACARTHUR ST, COTTESLOE",residential,Vacant,1300000,2018-03-13,N,345
"15 A WARTON ST, COTTESLOE",residential,Non Strata,550000,1992-01-20,Y,405
"24 MACARTHUR ST, COTTESLOE",residential,Non Strata,2200000,2010-11-08,N,381
"22 MACARTHUR ST, COTTESLOE",residential,Vacant,1050000,2020-01-15,N,393
"28 MACARTHUR ST, COTTESLOE",residential,Non Strata,3500000,2023-12-05,N,381
"28 MACARTHUR ST, COTTESLOE",residential,Non Strata,2800000,2012-04-03,N,381
"19 WARTON ST, COTTESLOE",residential,Non Strata,1352500,2004-01-31,N,541
"16 A GIBNEY ST, COTTESLOE",residential,Vacant,1250000,2018-02-26,N,300
"15 C BEACH ST, COTTESLOE",residential,Non Strata,272000,1988-09-05,Y,230
"16 B GIBNEY ST, COTTESLOE",residential,Vacant,1000000,2018-01-22,N,258
"15 B BEACH ST, COTTESLOE",residential,Non Strata,2100000,2021-06-02,Y,327
"4 AVONMORE TCE, COTTESLOE",residential,Non Strata,2040000,2014-12-05,N,587
"6/9 PRINCES ST, COTTESLOE",residential,Strata,2225000,2023-03-21,N,2025
"3/8 AVONMORE TCE, COTTESLOE",residential,Non Strata,3975000,2017-05-09,Y,364
"2/8 AVONMORE TCE, COTTESLOE",residential,Non Strata,1125000,2004-06-06,Y,250
"2/10 AVONMORE TCE, COTTESLOE",residential,Strata,1250000,2017-05-02,N,2577
"1/8 AVONMORE TCE, COTTESLOE",residential,Non Strata,560000,1998-04-02,Y,367
"7/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"1/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"9/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"8/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"16 B PRINCES ST, COTTESLOE",residential,Non Strata,1250000,2015-06-06,Y,3
"6/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"4/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"3/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"10/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"2/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"11/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"5/16 AVONMORE TCE, COTTESLOE",residential,Strata,2800000,1999-04-12,Y,2049
"1/22 AVONMORE TCE, COTTESLOE",residential,Strata,300000,2020-02-06,N,2061.367
"3/24 AVONMORE TCE, COTTESLOE",residential,Strata,4500000,2023-06-01,N,1252
"24 AVONMORE TCE, COTTESLOE",residential,Non Strata,3070000,2003-10-19,Y,1252
"26 AVONMORE TCE, COTTESLOE",residential,Non Strata,870000,1997-03-22,N,610
"34 AVONMORE TCE, COTTESLOE",residential,Vacant,1600000,2014-01-07,N,289
"28 AVONMORE TCE, COTTESLOE",residential,Non Strata,4400000,2019-03-25,N,303
"30 AVONMORE TCE, COTTESLOE",residential,Non Strata,4600000,2018-03-20,N,313
"32 AVONMORE TCE, COTTESLOE",residential,Non Strata,4100000,2017-12-11,N,289
"13 PEARSE ST, COTTESLOE",residential,Non Strata,7550000,2016-11-04,N,1007
"6 PRINCES ST, COTTESLOE",residential,Non Strata,644000,1996-04-12,N,162
"30 MACARTHUR ST, COTTESLOE",residential,Non Strata,1270000,2017-06-07,N,381
"21 WARTON ST, COTTESLOE",residential,Non Strata,2630000,2007-04-14,N,542
"32 MACARTHUR ST, COTTESLOE",residential,Non Strata,795000,2002-03-21,N,571
"53 CURTIN AV, COTTESLOE",commercial,Non Strata,3500000,2023-04-21,N,2095
"15 A BEACH ST, COTTESLOE",residential,Non Strata,2150000,2021-09-26,Y,308
"17 A BEACH ST, COTTESLOE",residential,Vacant,700000,2006-07-06,N,340
"16 A BEACH ST, COTTESLOE",residential,Non Strata,2200000,2012-07-27,N,301
"16 BEACH ST, COTTESLOE",residential,Non Strata,2450000,2017-01-05,N,301
"16 C PRINCES ST, COTTESLOE",residential,Non Strata,1680000,2013-12-15,Y,387
"16 B PRINCES ST, COTTESLOE",residential,Non Strata,1250000,2015-06-06,Y,255
"18 PRINCES ST, COTTESLOE",residential,Non Strata,800000,2001-12-01,N,368
"19 A SALVADO ST, COTTESLOE",residential,Strata,12000,2003-02-21,N,1153
"19 C SALVADO ST, COTTESLOE",residential,Strata,11000,2003-02-21,N,1153
"1/13 ROSENDO ST, COTTESLOE",residential,Strata,811000,2015-04-11,N,911
"4/14 ROSENDO ST, COTTESLOE",residential,Strata,650000,2014-09-09,N,915.601
"20 A DEANE ST, COTTESLOE",residential,Vacant,2000000,2021-08-16,N,515
"20 DEANE ST, COTTESLOE",residential,Non Strata,4350000,2022-08-06,N,569.089
"34 A AVONMORE TCE, COTTESLOE",residential,Vacant,5185000,2016-05-27,N,289
"17 PEARSE ST, COTTESLOE",residential,Strata,5800000,2009-10-10,N,910.543
"15 PEARSE ST, COTTESLOE",residential,Non Strata,10500000,2007-10-11,N,1027
"24 GIBNEY ST, COTTESLOE",residential,Non Strata,25000,1990-06-27,N,1028
"21 BEACH ST, COTTESLOE",residential,Non Strata,4300000,2015-11-06,N,912
"1/18 BEACH ST, COTTESLOE",residential,Strata,730000,2022-09-27,N,913
"5/18 BEACH ST, COTTESLOE",residential,Strata,875000,2024-04-15,N,913
"20 BEACH ST, COTTESLOE",residential,Non Strata,550000,1996-05-04,N,456
"22 BEACH ST, COTTESLOE",residential,Non Strata,1965000,2011-04-08,N,456
"18 A PRINCES ST, COTTESLOE",residential,Vacant,370000,1997-10-01,N,368
"21 B SALVADO ST, COTTESLOE",residential,Non Strata,2800000,2010-06-30,N,326
"21 A SALVADO ST, COTTESLOE",residential,Non Strata,2650000,2008-04-17,N,434
"21 C SALVADO ST, COTTESLOE",residential,Non Strata,3140000,2010-09-28,N,326
"15 ROSENDO ST, COTTESLOE",residential,Non Strata,8890,2023-12-06,N,911
"15 ROSENDO ST, COTTESLOE",residential,Non Strata,247500,2023-12-06,N,911
"15 ROSENDO ST, COTTESLOE",residential,Non Strata,2063,2023-12-06,N,911
"15 ROSENDO ST, COTTESLOE",residential,Non Strata,3725000,2011-11-18,N,911
"23 DEANE ST, COTTESLOE",residential,Strata,1600000,2021-04-02,N,309
"16 A ROSENDO ST, COTTESLOE",residential,Strata,3250000,2022-02-08,N,915.601
"21 DEANE ST, COTTESLOE",residential,Non Strata,2600000,2012-08-05,N,923
"25 DEANE ST, COTTESLOE",residential,Strata,2300000,2019-12-23,N,416
"24 DEANE ST, COTTESLOE",residential,Non Strata,2950000,2020-09-18,N,569.089
"30 GIBNEY ST, COTTESLOE",residential,Non Strata,1350000,2004-06-07,N,292
"32 GIBNEY ST, COTTESLOE",residential,Non Strata,1000000,2004-11-04,N,380
"28 GIBNEY ST, COTTESLOE",residential,Non Strata,1625000,2015-12-01,N,292
"27 BEACH ST, COTTESLOE",residential,Non Strata,685000,1999-03-29,N,642
"25 BEACH ST, COTTESLOE",residential,Non Strata,2200000,2003-11-05,N,726
"26 BEACH ST, COTTESLOE",residential,Non Strata,380000,1989-11-06,N,456
"28 BEACH ST, COTTESLOE",residential,Non Strata,387000,1992-01-05,N,457
"24 BEACH ST, COTTESLOE",residential,Non Strata,1800000,2018-05-17,N,456
"7/24 PRINCES ST, COTTESLOE",residential,Strata,2050000,2022-06-26,N,1702
"24 PRINCES ST, COTTESLOE",residential,Non Strata,4100000,2004-07-01,N,1702
"1/19 BROOME ST, COTTESLOE",residential,Strata,765000,2023-08-19,N,2959
"23 B SALVADO ST, COTTESLOE",residential,Strata,985000,2012-03-11,N,258
"4/19 BROOME ST, COTTESLOE",residential,Strata,855000,2023-12-05,N,2959
"23 A SALVADO ST, COTTESLOE",residential,Strata,600000,2005-03-31,N,321
"23 SALVADO ST, COTTESLOE",residential,Strata,3600000,2023-09-21,N,332
"23 SALVADO ST, COTTESLOE",residential,Strata,515000,2000-10-10,N,332
"26 SALVADO ST, COTTESLOE",residential,Non Strata,4050000,2019-04-05,N,911
"1/24 SALVADO ST, COTTESLOE",residential,Strata,1750000,2024-03-15,N,911
"1/24 SALVADO ST, COTTESLOE",residential,Strata,875000,2012-01-13,N,911
"19 A ROSENDO ST, COTTESLOE",residential,Non Strata,780000,2001-07-21,N,335.455
"17 ROSENDO ST, COTTESLOE",residential,Non Strata,410000,1993-02-14,N,683
"18 A ROSENDO ST, COTTESLOE",residential,Non Strata,3500000,2024-01-09,N,449
"18 A ROSENDO ST, COTTESLOE",residential,Non Strata,2450000,2006-06-03,N,449
"20 B ROSENDO ST, COTTESLOE",residential,Strata,3550000,2020-09-19,Y,1098
"20 A ROSENDO ST, COTTESLOE",residential,Strata,3550000,2020-09-19,Y,1098
"18 ROSENDO ST, COTTESLOE",residential,Non Strata,2650000,2012-08-24,N,449
"31 DEANE ST, COTTESLOE",residential,Strata,2900000,2023-10-25,N,683
"31 DEANE ST, COTTESLOE",residential,Strata,1650000,2014-12-17,N,683
"27 A DEANE ST, COTTESLOE",residential,Non Strata,2500000,2012-05-06,N,448
"30 DEANE ST, COTTESLOE",residential,Non Strata,2160000,2016-10-17,N,569.089
"28 DEANE ST, COTTESLOE",residential,Non Strata,3625000,2009-09-28,N,569.089
"19 A PEARSE ST, COTTESLOE",residential,Non Strata,7400000,2008-04-21,N,910.543
"5 BROOME ST, COTTESLOE",residential,Vacant,178000,1991-04-23,N,691
"34 GIBNEY ST, COTTESLOE",residential,Strata,2300000,2022-07-10,N,322
"3 BROOME ST, COTTESLOE",residential,Non Strata,1750000,2014-10-14,N,347
"3 A BROOME ST, COTTESLOE",residential,Non Strata,2600000,2024-01-13,N,300
"3 A BROOME ST, COTTESLOE",residential,Non Strata,1865000,2019-09-20,N,300
"1 BROOME ST, COTTESLOE",residential,Vacant,1150000,2007-05-05,N,324
"29 BEACH ST, COTTESLOE",residential,Non Strata,1130000,2003-04-23,N,333
"9 BROOME ST, COTTESLOE",residential,Non Strata,460000,1996-10-16,N,663
"7 BROOME ST, COTTESLOE",residential,Non Strata,360000,1991-06-26,N,635
"31 BEACH ST, COTTESLOE",residential,Non Strata,2450000,2010-04-24,N,314
"32 BEACH ST, COTTESLOE",residential,Non Strata,860000,1999-12-14,N,457
"34 BEACH ST, COTTESLOE",residential,Non Strata,1800000,2009-02-06,N,456
"36 BEACH ST, COTTESLOE",residential,Non Strata,3012000,2022-04-20,N,456
"30 BEACH ST, COTTESLOE",residential,Non Strata,1835000,2016-04-15,N,456
"21 PRINCES ST, COTTESLOE",residential,Non Strata,170000,1993-08-13,N,509
"23 PRINCES ST, COTTESLOE",residential,Non Strata,2550000,2020-09-21,N,509
"19 PRINCES ST, COTTESLOE",residential,Non Strata,3250000,2024-03-09,N,511
"19 PRINCES ST, COTTESLOE",residential,Non Strata,2250000,2010-01-11,N,511
"17 A BROOME ST, COTTESLOE",residential,Strata,1500000,2013-06-10,N,369
"17 B BROOME ST, COTTESLOE",residential,Strata,420000,1994-01-25,N,369
"25 BROOME ST, COTTESLOE",residential,Non Strata,1975000,2012-04-03,N,683
"21 BROOME ST, COTTESLOE",residential,Non Strata,2500000,2016-06-24,N,352
"27 BROOME ST, COTTESLOE",residential,Non Strata,438000,1997-06-12,N,355
"28 SALVADO ST, COTTESLOE",residential,Non Strata,2740000,2015-09-08,N,333
"23 BROOME ST, COTTESLOE",residential,Non Strata,2200000,2017-12-16,N,683
"29 BROOME ST, COTTESLOE",residential,Non Strata,1625000,2015-05-03,N,354
"23 ROSENDO ST, COTTESLOE",residential,Non Strata,1200000,2012-01-05,N,279
"25 ROSENDO ST, COTTESLOE",residential,Non Strata,977500,2004-04-06,N,279
"27 ROSENDO ST, COTTESLOE",residential,Non Strata,2025000,2008-05-07,N,279
"28 ROSENDO ST, COTTESLOE",residential,Strata,1250000,2016-02-29,N,1086
"1/39 BROOME ST, COTTESLOE",residential,Strata,605000,2022-11-20,N,911
"41 BROOME ST, COTTESLOE",residential,Non Strata,1475000,2003-04-15,N,526
"33 DEANE ST, COTTESLOE",residential,Vacant,260000,1993-10-15,N,388
"32 DEANE ST, COTTESLOE",residential,Non Strata,3150000,2012-12-11,N,569.089
"34 DEANE ST, COTTESLOE",residential,Non Strata,3850000,2023-10-29,N,569.089
"34 DEANE ST, COTTESLOE",residential,Non Strata,318000,1989-09-07,N,569.089
"43 BROOME ST, COTTESLOE",residential,Non Strata,865000,2000-12-11,N,374
"36 DEANE ST, COTTESLOE",residential,Non Strata,900000,2001-10-16,N,393
"43 A BROOME ST, COTTESLOE",residential,Non Strata,1930000,2019-11-14,N,374
"45 BROOME ST, COTTESLOE",residential,Non Strata,5000000,2011-05-11,N,1186
"38 BEACH ST, COTTESLOE",residential,Non Strata,2100000,2023-09-08,N,442
"38 BEACH ST, COTTESLOE",residential,Non Strata,1800000,2020-08-22,N,442
"15 BROOME ST, COTTESLOE",residential,Non Strata,995000,2004-02-24,N,494
"17 BROOME ST, COTTESLOE",residential,Non Strata,2925000,2023-02-01,N,360
"31 BROOME ST, COTTESLOE",residential,Non Strata,2075000,2018-04-03,N,279
"4 BROOME ST, COTTESLOE",residential,Non Strata,1635000,2019-11-08,N,339
"6 BROOME ST, COTTESLOE",residential,Non Strata,310000,1998-03-27,N,615
"2 BROOME ST, COTTESLOE",residential,Vacant,1300000,2021-02-02,N,267
"67 CURTIN AV, COTTESLOE",residential,Non Strata,925000,2012-01-20,N,402
"31 PRINCES ST, COTTESLOE",residential,Non Strata,1225000,2009-09-17,N,491
"14 BROOME ST, COTTESLOE",residential,Non Strata,1500000,2011-07-01,N,251
"10 BROOME ST, COTTESLOE",residential,Non Strata,1330000,2015-07-02,N,460.989
"16 BROOME ST, COTTESLOE",residential,Non Strata,1600000,2012-09-21,N,622
"26 PRINCES ST, COTTESLOE",residential,Strata,2125000,2017-12-03,N,420
"14 B BROOME ST, COTTESLOE",residential,Strata,3400000,2023-04-23,N,509
"14 B BROOME ST, COTTESLOE",residential,Strata,2450000,2016-12-23,N,509
"18 BROOME ST, COTTESLOE",residential,Non Strata,3600000,2021-12-29,N,746
"20 BROOME ST, COTTESLOE",residential,Vacant,230000,1992-10-03,N,491
"30 SALVADO ST, COTTESLOE",residential,Non Strata,4150000,2022-07-01,Y,314
"26 BROOME ST, COTTESLOE",residential,Non Strata,2675000,2014-11-29,N,593.687
"34 A BROOME ST, COTTESLOE",residential,Non Strata,2350000,2021-09-25,N,405
"32 BROOME ST, COTTESLOE",residential,Non Strata,575000,1999-05-06,N,465
"28 BROOME ST, COTTESLOE",residential,Non Strata,1670000,2013-11-16,N,478
"30 BROOME ST, COTTESLOE",residential,Non Strata,2850000,2016-11-10,N,473
"38 BROOME ST, COTTESLOE",residential,Non Strata,2055000,2013-07-02,N,464
"44 BROOME ST, COTTESLOE",residential,Non Strata,2750000,2021-03-01,N,420
"42 BROOME ST, COTTESLOE",residential,Non Strata,3400000,2011-08-06,N,764
"44 A BROOME ST, COTTESLOE",residential,Non Strata,3250000,2021-03-04,N,420
"40 BROOME ST, COTTESLOE",residential,Non Strata,3400000,2010-10-01,N,921
"48 BROOME ST, COTTESLOE",residential,Non Strata,2950000,2011-01-07,N,405
"46 BROOME ST, COTTESLOE",residential,Non Strata,1100000,2001-05-13,Y,420
"48 A BROOME ST, COTTESLOE",residential,Non Strata,4250000,2024-03-26,N,405
"48 A BROOME ST, COTTESLOE",residential,Vacant,1840000,2004-09-11,N,405
"46 A BROOME ST, COTTESLOE",residential,Non Strata,1100000,2001-05-13,Y,420
"27 PEARSE ST, COTTESLOE",residential,Non Strata,1975000,2021-10-23,Y,405
"34 PEARSE ST, COTTESLOE",residential,Strata,2150000,2023-06-30,N,868
"54 A BROOME ST, COTTESLOE",residential,Vacant,525000,1996-04-28,N,577
"52 BROOME ST, COTTESLOE",residential,Non Strata,4300000,2006-11-13,N,885
"1/64 BROOME ST, COTTESLOE",residential,Strata,5850000,2022-07-14,N,925.718
"64 BROOME ST, COTTESLOE",residential,Non Strata,5000000,2018-11-08,N,925.718
"60 B BROOME ST, COTTESLOE",residential,Vacant,4000000,2022-12-06,N,472
"62 BROOME ST, COTTESLOE",residential,Non Strata,7000000,2021-05-15,N,943.423
"60 A BROOME ST, COTTESLOE",residential,Vacant,4000000,2022-11-30,N,472
"68 A BROOME ST, COTTESLOE",residential,Strata,4500000,2012-02-14,N,440
"66 BROOME ST, COTTESLOE",residential,Non Strata,9000000,2023-05-01,N,860
"70 A BROOME ST, COTTESLOE",residential,Vacant,365000,1989-12-04,N,559
"68 BROOME ST, COTTESLOE",residential,Strata,5350000,2020-09-05,N,787
"70 BROOME ST, COTTESLOE",residential,Non Strata,3500000,2017-06-07,N,642
"72 BROOME ST, COTTESLOE",residential,Non Strata,2425000,2010-05-05,N,789.137
"74 BROOME ST, COTTESLOE",residential,Non Strata,1950000,2015-03-05,N,801.783
"76 BROOME ST, COTTESLOE",residential,Non Strata,3480000,2007-06-01,N,801.783
"78 BROOME ST, COTTESLOE",residential,Non Strata,4100000,2010-04-18,N,784.078
"80 BROOME ST, COTTESLOE",residential,Non Strata,9080000,2023-12-04,N,784.078
"77 CURTIN AV, COTTESLOE",residential,Non Strata,1260000,2015-12-09,Y,71
"79 CURTIN AV, COTTESLOE",residential,Non Strata,930000,2009-07-02,N,491
"73 CURTIN AV, COTTESLOE",residential,Non Strata,1500000,2020-09-27,N,491
"77 CURTIN AV, COTTESLOE",residential,Non Strata,1260000,2015-12-09,Y,491
"71 CURTIN AV, COTTESLOE",residential,Non Strata,1330000,2008-05-01,N,491
"81 CURTIN AV, COTTESLOE",residential,Non Strata,320000,1998-01-08,N,736
"35 SALVADO ST, COTTESLOE",residential,Non Strata,1630000,2020-08-21,N,491
"31 SALVADO ST, COTTESLOE",residential,Non Strata,1650000,2020-07-25,N,491
"33 SALVADO ST, COTTESLOE",residential,Non Strata,1900000,2018-01-08,N,491
"30 B SALVADO ST, COTTESLOE",residential,Non Strata,4150000,2022-07-01,Y,276
"34 SALVADO ST, COTTESLOE",residential,Non Strata,761000,2004-10-20,N,390
"30 A SALVADO ST, COTTESLOE",residential,Non Strata,4150000,2022-07-01,Y,276
"3 GEORGE ST, COTTESLOE",residential,Non Strata,3300000,2017-09-12,N,405
"32 SALVADO ST, COTTESLOE",residential,Non Strata,1340000,2007-07-18,N,390
"1 GEORGE ST, COTTESLOE",residential,Non Strata,960000,2016-03-24,N,341
"9 GEORGE ST, COTTESLOE",residential,Non Strata,3475000,2024-02-09,N,344
"9 GEORGE ST, COTTESLOE",residential,Non Strata,2900000,2022-02-07,N,344
"1 REGINALD ST, COTTESLOE",residential,Non Strata,2150000,2016-09-21,N,390
"1 B REGINALD ST, COTTESLOE",residential,Vacant,1290000,2016-10-27,N,407
"2 A REGINALD ST, COTTESLOE",residential,Non Strata,2280000,2019-05-01,N,376
"2 REGINALD ST, COTTESLOE",residential,Non Strata,3042500,2014-03-25,N,402
"1 LILLIAN ST, COTTESLOE",residential,Non Strata,267500,1994-11-29,N,400
"27 PEARSE ST, COTTESLOE",residential,Non Strata,1975000,2021-10-23,Y,147
"29 PEARSE ST, COTTESLOE",residential,Non Strata,1800000,2005-09-05,Y,405
"29 PEARSE ST, COTTESLOE",residential,Non Strata,1800000,2005-09-05,Y,258
"31 PEARSE ST, COTTESLOE",residential,Non Strata,755000,2003-10-14,N,405
"36 PEARSE ST, COTTESLOE",residential,Non Strata,2000000,2012-02-07,N,787
"1 WEBB ST, COTTESLOE",residential,Non Strata,3800000,2016-04-02,N,1083
"2 WEBB ST, COTTESLOE",residential,Non Strata,5000000,2021-06-02,N,885.25
"2 A WEBB ST, COTTESLOE",residential,Non Strata,3400000,2014-10-29,N,461
"1 ROSSER ST, COTTESLOE",residential,Non Strata,545000,1993-09-25,N,885.25
"2 ROSSER ST, COTTESLOE",residential,Non Strata,1950000,2011-10-14,N,560
"1 JARRAD ST, COTTESLOE",residential,Non Strata,3300000,2022-09-12,N,775
"4 JARRAD ST, COTTESLOE",residential,Non Strata,2256000,2013-11-04,N,763.844
"1 GRAHAM CT, COTTESLOE",residential,Non Strata,460000,1995-10-10,N,761.315
"2 GRAHAM CT, COTTESLOE",residential,Non Strata,5475000,2015-05-01,N,761.315
"1 STANHOPE ST, COTTESLOE",residential,Non Strata,3800000,2012-08-14,N,761.315
"2 STANHOPE ST, COTTESLOE",residential,Non Strata,500000,1997-10-29,N,761.315
"85 CURTIN AV, COTTESLOE",residential,Non Strata,750000,2004-05-24,N,736
